query_id,query,nDCG_finetuned,nDCG_bm25,nDCG_congelado,mejor_baseline,delta_vs_mejor_baseline
6540,adaptador mini cascos xiaomi,0.8364586133797037,0.77990823370192,1.0,1.0,-0.16354138662029627
6544,adaptador radio 2 din,0.4518648409659428,0.6601585067762745,0.618519700841442,0.6601585067762745,-0.2082936658103317
6546,adaptador usb,0.9132861715058803,0.9799214801447084,1.0,1.0,-0.08671382849411968
6548,adaptador usb tipo c a micro usb,1.0,1.0,1.0,1.0,0.0
6633,adidas,1.0,1.0,1.0,1.0,0.0
6651,adidas busenitz vulc,0.88995411685096,0.7065443116025598,0.77990823370192,0.77990823370192,0.11004588314904007
6763,adidas superstar mujer,0.8301054527851841,0.8987025955356566,0.7820145169351078,0.8987025955356566,-0.06859714275047246
6809,adipometro medidor de grasa,0.9363792118010483,0.7951657524814092,1.0,1.0,-0.06362078819895167
6881,adornos para mesas de centro,0.9148568823583791,0.9337457765456111,0.8165901947515999,0.9337457765456111,-0.01888889418723194
6882,adornos para tartas de unicornio,1.0,0.8364586133797037,1.0,1.0,0.0
6884,adornos tela,0.9216017310213247,0.7788065869851875,0.8630152897016883,0.8630152897016883,0.05858644131963642
7073,afeitadora electrica,1.0,1.0,1.0,1.0,0.0
7122,aftershave sin perfume,0.5958595188912911,0.17630010660342915,0.4701017400374073,0.4701017400374073,0.12575777885388378
7135,agarraderas de cortinas,1.0,1.0,1.0,1.0,0.0
7136,agarre movil mano,1.0,1.0,1.0,1.0,0.0
7139,agata,0.9053568677805113,0.5304625093224632,0.848793892424921,0.848793892424921,0.056562975355590295
7150,age repair isdin 50,1.0,0.8301054527851841,0.9156857657441142,0.9156857657441142,0.0843142342558858
7160,agenda charuca,0.9305687780632229,0.9052116356304495,1.0,1.0,-0.06943122193677709
7162,agenda escolar diaria,1.0,1.0,1.0,1.0,0.0
7165,agendas,0.9197207891481876,0.0,0.5437713091520254,0.5437713091520254,0.37594947999616213
7178,agota kristof,1.0,1.0,1.0,1.0,0.0
7180,agua bidestilada,0.6309297535714575,0.5,0.5,0.5,0.13092975357145753
7192,agujas pistola avery,0.8603818544462509,0.7104770117651427,0.7951657524814092,0.7951657524814092,0.06521610196484173
7196,agv pista gp rr,1.0,1.0,1.0,1.0,0.0
7209,ahuyentador ratas,1.0,1.0,1.0,1.0,0.0
7360,air max 97,1.0,1.0,1.0,1.0,0.0
7390,air purifier mold,0.9337457765456111,0.6848374495230164,0.599976751690748,0.6848374495230164,0.2489083270225947
7422,air walks zapatos,1.0,0.5508095940041026,1.0,1.0,0.0
7429,airbone,1.0,0.858594026354055,0.8775271469089744,0.8775271469089744,0.12247285309102562
7569,airpods pro,1.0,0.5,1.0,1.0,0.0
7630,airthings,0.9558295932317544,0.9619991470595832,0.8773497378596238,0.9619991470595832,-0.0061695538278288
7661,ajazz ak33 blue switch,0.4920922491350003,0.5281053503725599,0.7338014994066248,0.7338014994066248,-0.24170925027162443
7686,akg auriculares,1.0,1.0,1.0,1.0,0.0
7761,alarma corte corriente,0.7315682114753617,0.8547529378296287,0.9178287402913374,0.9178287402913374,-0.18626052881597577
7789,album guardería,0.20829366581033185,0.3824147140836781,0.35623158861460097,0.3824147140836781,-0.17412104827334626
7791,album pareja,0.92663607790064,0.9305687780632229,0.9052116356304495,0.9305687780632229,-0.003932700162582958
7793,alcachofa ducha antical,1.0,1.0,1.0,1.0,0.0
